Season,Home_Team,Away_Team,Home_Goals,Away_Goals,Outcome
2024-25,Abia Warriors,Akwa United,2,0,Home Win
2024-25,Abia Warriors,Bayelsa United,1,0,Home Win
2024-25,Abia Warriors,Bendel Insurance,1,0,Home Win
2024-25,Abia Warriors,El-Kanemi Warriors,2,1,Home Win
2024-25,Abia Warriors,Enugu Rangers,1,0,Home Win
2024-25,Abia Warriors,Enyimba,1,1,Draw
2024-25,Abia Warriors,Heartland,0,2,Away Win
2024-25,Abia Warriors,Ikorodu City,2,0,Home Win
2024-25,Abia Warriors,Kano Pillars,2,0,Home Win
2024-25,Abia Warriors,Katsina United,2,0,Home Win
2024-25,Abia Warriors,Kwara United,1,0,Home Win
2024-25,Abia Warriors,Lobi Stars,2,0,Home Win
2024-25,Abia Warriors,Nasarawa United,1,1,Draw
2024-25,Abia Warriors,Niger Tornadoes,2,1,Home Win
2024-25,Abia Warriors,Plateau United,3,1,Home Win
2024-25,Abia Warriors,Remo Stars,0,2,Away Win
2024-25,Abia Warriors,Rivers United,2,0,Home Win
2024-25,Abia Warriors,Shooting Stars,3,1,Home Win
2024-25,Abia Warriors,Sunshine Stars,3,0,Home Win
2024-25,Akwa United,Abia Warriors,1,1,Draw
2024-25,Akwa United,Bayelsa United,2,0,Home Win
2024-25,Akwa United,Bendel Insurance,1,1,Draw
2024-25,Akwa United,El-Kanemi Warriors,1,1,Draw
2024-25,Akwa United,Enugu Rangers,0,0,Draw
2024-25,Akwa United,Enyimba,2,1,Home Win
2024-25,Akwa United,Heartland,2,0,Home Win
2024-25,Akwa United,Ikorodu City,2,1,Home Win
2024-25,Akwa United,Kano Pillars,2,0,Home Win
2024-25,Akwa United,Katsina United,1,0,Home Win
2024-25,Akwa United,Kwara United,2,1,Home Win
2024-25,Akwa United,Lobi Stars,1,1,Draw
2024-25,Akwa United,Nasarawa United,1,0,Home Win
2024-25,Akwa United,Niger Tornadoes,2,0,Home Win
2024-25,Akwa United,Plateau United,1,0,Home Win
2024-25,Akwa United,Remo Stars,1,2,Away Win
2024-25,Akwa United,Rivers United,1,1,Draw
2024-25,Akwa United,Shooting Stars,2,0,Home Win
2024-25,Akwa United,Sunshine Stars,1,2,Away Win
2024-25,Bayelsa United,Abia Warriors,0,1,Away Win
2024-25,Bayelsa United,Akwa United,2,1,Home Win
2024-25,Bayelsa United,Bendel Insurance,2,1,Home Win
2024-25,Bayelsa United,El-Kanemi Warriors,2,1,Home Win
2024-25,Bayelsa United,Enugu Rangers,0,0,Draw
2024-25,Bayelsa United,Enyimba,1,1,Draw
2024-25,Bayelsa United,Heartland,1,0,Home Win
2024-25,Bayelsa United,Ikorodu City,1,0,Home Win
2024-25,Bayelsa United,Kano Pillars,1,1,Draw
2024-25,Bayelsa United,Katsina United,1,1,Draw
2024-25,Bayelsa United,Kwara United,1,1,Draw
2024-25,Bayelsa United,Lobi Stars,1,0,Home Win
2024-25,Bayelsa United,Nasarawa United,2,2,Draw
2024-25,Bayelsa United,Niger Tornadoes,4,1,Home Win
2024-25,Bayelsa United,Plateau United,1,0,Home Win
2024-25,Bayelsa United,Remo Stars,3,0,Home Win
2024-25,Bayelsa United,Rivers United,1,0,Home Win
2024-25,Bayelsa United,Shooting Stars,3,0,Home Win
2024-25,Bayelsa United,Sunshine Stars,4,1,Home Win
2024-25,Bendel Insurance,Abia Warriors,0,1,Away Win
2024-25,Bendel Insurance,Akwa United,1,0,Home Win
2024-25,Bendel Insurance,Bayelsa United,3,0,Home Win
2024-25,Bendel Insurance,El-Kanemi Warriors,1,1,Draw
2024-25,Bendel Insurance,Enugu Rangers,0,0,Draw
2024-25,Bendel Insurance,Enyimba,1,0,Home Win
2024-25,Bendel Insurance,Heartland,1,0,Home Win
2024-25,Bendel Insurance,Ikorodu City,2,1,Home Win
2024-25,Bendel Insurance,Kano Pillars,0,1,Away Win
2024-25,Bendel Insurance,Katsina United,1,0,Home Win
2024-25,Bendel Insurance,Kwara United,3,1,Home Win
2024-25,Bendel Insurance,Lobi Stars,1,0,Home Win
2024-25,Bendel Insurance,Nasarawa United,1,1,Draw
2024-25,Bendel Insurance,Niger Tornadoes,3,0,Home Win
2024-25,Bendel Insurance,Plateau United,2,1,Home Win
2024-25,Bendel Insurance,Remo Stars,2,1,Home Win
2024-25,Bendel Insurance,Rivers United,0,0,Draw
2024-25,Bendel Insurance,Shooting Stars,1,0,Home Win
2024-25,Bendel Insurance,Sunshine Stars,1,0,Home Win
2024-25,El-Kanemi Warriors,Abia Warriors,3,0,Home Win
2024-25,El-Kanemi Warriors,Akwa United,1,0,Home Win
2024-25,El-Kanemi Warriors,Bayelsa United,0,0,Draw
2024-25,El-Kanemi Warriors,Bendel Insurance,0,0,Draw
2024-25,El-Kanemi Warriors,Enugu Rangers,2,1,Home Win
2024-25,El-Kanemi Warriors,Enyimba,1,0,Home Win
2024-25,El-Kanemi Warriors,Heartland,0,0,Draw
2024-25,El-Kanemi Warriors,Ikorodu City,1,1,Draw
2024-25,El-Kanemi Warriors,Kano Pillars,1,0,Home Win
2024-25,El-Kanemi Warriors,Katsina United,1,0,Home Win
2024-25,El-Kanemi Warriors,Kwara United,1,1,Draw
2024-25,El-Kanemi Warriors,Lobi Stars,1,0,Home Win
2024-25,El-Kanemi Warriors,Nasarawa United,1,0,Home Win
2024-25,El-Kanemi Warriors,Niger Tornadoes,1,0,Home Win
2024-25,El-Kanemi Warriors,Plateau United,2,2,Draw
2024-25,El-Kanemi Warriors,Remo Stars,2,0,Home Win
2024-25,El-Kanemi Warriors,Rivers United,1,2,Away Win
2024-25,El-Kanemi Warriors,Shooting Stars,2,2,Draw
2024-25,El-Kanemi Warriors,Sunshine Stars,1,0,Home Win
2024-25,Enugu Rangers,Abia Warriors,1,0,Home Win
2024-25,Enugu Rangers,Akwa United,1,1,Draw
2024-25,Enugu Rangers,Bayelsa United,1,0,Home Win
2024-25,Enugu Rangers,Bendel Insurance,3,2,Home Win
2024-25,Enugu Rangers,El-Kanemi Warriors,0,0,Draw
2024-25,Enugu Rangers,Enyimba,1,2,Away Win
2024-25,Enugu Rangers,Heartland,0,2,Away Win
2024-25,Enugu Rangers,Ikorodu City,2,0,Home Win
2024-25,Enugu Rangers,Kano Pillars,3,4,Away Win
2024-25,Enugu Rangers,Katsina United,4,0,Home Win
2024-25,Enugu Rangers,Kwara United,3,0,Home Win
2024-25,Enugu Rangers,Lobi Stars,3,0,Home Win
2024-25,Enugu Rangers,Nasarawa United,2,0,Home Win
2024-25,Enugu Rangers,Niger Tornadoes,1,2,Away Win
2024-25,Enugu Rangers,Plateau United,0,1,Away Win
2024-25,Enugu Rangers,Remo Stars,2,1,Home Win
2024-25,Enugu Rangers,Rivers United,1,0,Home Win
2024-25,Enugu Rangers,Shooting Stars,0,1,Away Win
2024-25,Enugu Rangers,Sunshine Stars,3,0,Home Win
2024-25,Enyimba,Abia Warriors,2,1,Home Win
2024-25,Enyimba,Akwa United,1,0,Home Win
2024-25,Enyimba,Bayelsa United,1,1,Draw
2024-25,Enyimba,Bendel Insurance,0,0,Draw
2024-25,Enyimba,El-Kanemi Warriors,1,0,Home Win
2024-25,Enyimba,Enugu Rangers,0,0,Draw
2024-25,Enyimba,Heartland,1,1,Draw
2024-25,Enyimba,Ikorodu City,2,1,Home Win
2024-25,Enyimba,Kano Pillars,2,1,Home Win
2024-25,Enyimba,Katsina United,3,0,Home Win
2024-25,Enyimba,Kwara United,2,0,Home Win
2024-25,Enyimba,Lobi Stars,2,1,Home Win
2024-25,Enyimba,Nasarawa United,2,1,Home Win
2024-25,Enyimba,Niger Tornadoes,1,1,Draw
2024-25,Enyimba,Plateau United,0,1,Away Win
2024-25,Enyimba,Remo Stars,0,0,Draw
2024-25,Enyimba,Rivers United,1,0,Home Win
2024-25,Enyimba,Shooting Stars,1,1,Draw
2024-25,Enyimba,Sunshine Stars,0,0,Draw
2024-25,Heartland,Abia Warriors,0,1,Away Win
2024-25,Heartland,Akwa United,2,1,Home Win
2024-25,Heartland,Bayelsa United,1,1,Draw
2024-25,Heartland,Bendel Insurance,1,1,Draw
2024-25,Heartland,El-Kanemi Warriors,0,0,Draw
2024-25,Heartland,Enugu Rangers,0,0,Draw
2024-25,Heartland,Enyimba,1,3,Away Win
2024-25,Heartland,Ikorodu City,1,1,Draw
2024-25,Heartland,Kano Pillars,2,0,Home Win
2024-25,Heartland,Katsina United,0,0,Draw
2024-25,Heartland,Kwara United,0,0,Draw
2024-25,Heartland,Lobi Stars,1,0,Home Win
2024-25,Heartland,Nasarawa United,3,2,Home Win
2024-25,Heartland,Niger Tornadoes,2,0,Home Win
2024-25,Heartland,Plateau United,2,0,Home Win
2024-25,Heartland,Remo Stars,1,0,Home Win
2024-25,Heartland,Rivers United,2,0,Home Win
2024-25,Heartland,Shooting Stars,2,1,Home Win
2024-25,Heartland,Sunshine Stars,1,0,Home Win
2024-25,Ikorodu City,Abia Warriors,3,2,Home Win
2024-25,Ikorodu City,Akwa United,4,1,Home Win
2024-25,Ikorodu City,Bayelsa United,3,2,Home Win
2024-25,Ikorodu City,Bendel Insurance,3,0,Home Win
2024-25,Ikorodu City,El-Kanemi Warriors,2,0,Home Win
2024-25,Ikorodu City,Enugu Rangers,0,1,Away Win
2024-25,Ikorodu City,Enyimba,2,2,Draw
2024-25,Ikorodu City,Heartland,2,0,Home Win
2024-25,Ikorodu City,Kano Pillars,4,1,Home Win
2024-25,Ikorodu City,Katsina United,6,0,Home Win
2024-25,Ikorodu City,Kwara United,2,1,Home Win
2024-25,Ikorodu City,Lobi Stars,4,2,Home Win
2024-25,Ikorodu City,Nasarawa United,1,2,Away Win
2024-25,Ikorodu City,Niger Tornadoes,3,0,Home Win
2024-25,Ikorodu City,Plateau United,2,1,Home Win
2024-25,Ikorodu City,Remo Stars,1,1,Draw
2024-25,Ikorodu City,Rivers United,2,0,Home Win
2024-25,Ikorodu City,Shooting Stars,2,1,Home Win
2024-25,Ikorodu City,Sunshine Stars,2,1,Home Win
2024-25,Kano Pillars,Abia Warriors,1,0,Home Win
2024-25,Kano Pillars,Akwa United,1,0,Home Win
2024-25,Kano Pillars,Bayelsa United,0,0,Draw
2024-25,Kano Pillars,Bendel Insurance,0,0,Draw
2024-25,Kano Pillars,El-Kanemi Warriors,2,1,Home Win
2024-25,Kano Pillars,Enugu Rangers,2,1,Home Win
2024-25,Kano Pillars,Enyimba,2,0,Home Win
2024-25,Kano Pillars,Heartland,2,2,Draw
2024-25,Kano Pillars,Ikorodu City,3,0,Home Win
2024-25,Kano Pillars,Katsina United,1,0,Home Win
2024-25,Kano Pillars,Kwara United,1,1,Draw
2024-25,Kano Pillars,Lobi Stars,2,0,Home Win
2024-25,Kano Pillars,Nasarawa United,1,1,Draw
2024-25,Kano Pillars,Niger Tornadoes,2,1,Home Win
2024-25,Kano Pillars,Plateau United,2,1,Home Win
2024-25,Kano Pillars,Remo Stars,0,2,Away Win
2024-25,Kano Pillars,Rivers United,2,0,Home Win
2024-25,Kano Pillars,Shooting Stars,3,1,Home Win
2024-25,Kano Pillars,Sunshine Stars,2,0,Home Win
2024-25,Katsina United,Abia Warriors,5,1,Home Win
2024-25,Katsina United,Akwa United,1,0,Home Win
2024-25,Katsina United,Bayelsa United,1,1,Draw
2024-25,Katsina United,Bendel Insurance,2,1,Home Win
2024-25,Katsina United,El-Kanemi Warriors,3,0,Home Win
2024-25,Katsina United,Enugu Rangers,0,0,Draw
2024-25,Katsina United,Enyimba,2,1,Home Win
2024-25,Katsina United,Heartland,1,0,Home Win
2024-25,Katsina United,Ikorodu City,1,2,Away Win
2024-25,Katsina United,Kano Pillars,1,0,Home Win
2024-25,Katsina United,Kwara United,1,0,Home Win
2024-25,Katsina United,Lobi Stars,3,0,Home Win
2024-25,Katsina United,Nasarawa United,1,0,Home Win
2024-25,Katsina United,Niger Tornadoes,1,1,Draw
2024-25,Katsina United,Plateau United,1,0,Home Win
2024-25,Katsina United,Remo Stars,2,0,Home Win
2024-25,Katsina United,Rivers United,0,0,Draw
2024-25,Katsina United,Shooting Stars,1,0,Home Win
2024-25,Katsina United,Sunshine Stars,1,0,Home Win
2024-25,Kwara United,Abia Warriors,0,0,Draw
2024-25,Kwara United,Akwa United,0,2,Away Win
2024-25,Kwara United,Bayelsa United,1,0,Home Win
2024-25,Kwara United,Bendel Insurance,0,1,Away Win
2024-25,Kwara United,El-Kanemi Warriors,2,0,Home Win
2024-25,Kwara United,Enugu Rangers,1,1,Draw
2024-25,Kwara United,Enyimba,2,0,Home Win
2024-25,Kwara United,Heartland,1,0,Home Win
2024-25,Kwara United,Ikorodu City,0,0,Draw
2024-25,Kwara United,Kano Pillars,2,0,Home Win
2024-25,Kwara United,Katsina United,1,0,Home Win
2024-25,Kwara United,Lobi Stars,4,0,Home Win
2024-25,Kwara United,Nasarawa United,1,0,Home Win
2024-25,Kwara United,Niger Tornadoes,1,2,Away Win
2024-25,Kwara United,Plateau United,2,0,Home Win
2024-25,Kwara United,Remo Stars,1,0,Home Win
2024-25,Kwara United,Rivers United,3,1,Home Win
2024-25,Kwara United,Shooting Stars,2,0,Home Win
2024-25,Kwara United,Sunshine Stars,3,0,Home Win
2024-25,Lobi Stars,Abia Warriors,3,1,Home Win
2024-25,Lobi Stars,Akwa United,0,0,Draw
2024-25,Lobi Stars,Bayelsa United,2,1,Home Win
2024-25,Lobi Stars,Bendel Insurance,2,1,Home Win
2024-25,Lobi Stars,El-Kanemi Warriors,2,2,Draw
2024-25,Lobi Stars,Enugu Rangers,2,4,Away Win
2024-25,Lobi Stars,Enyimba,0,1,Away Win
2024-25,Lobi Stars,Heartland,0,0,Draw
2024-25,Lobi Stars,Ikorodu City,0,1,Away Win
2024-25,Lobi Stars,Kano Pillars,2,2,Draw
2024-25,Lobi Stars,Katsina United,1,1,Draw
2024-25,Lobi Stars,Kwara United,1,0,Home Win
2024-25,Lobi Stars,Nasarawa United,1,2,Away Win
2024-25,Lobi Stars,Niger Tornadoes,0,2,Away Win
2024-25,Lobi Stars,Plateau United,1,0,Home Win
2024-25,Lobi Stars,Remo Stars,2,2,Draw
2024-25,Lobi Stars,Rivers United,0,1,Away Win
2024-25,Lobi Stars,Shooting Stars,1,0,Home Win
2024-25,Lobi Stars,Sunshine Stars,1,1,Draw
2024-25,Nasarawa United,Abia Warriors,3,0,Home Win
2024-25,Nasarawa United,Akwa United,2,0,Home Win
2024-25,Nasarawa United,Bayelsa United,0,0,Draw
2024-25,Nasarawa United,Bendel Insurance,2,1,Home Win
2024-25,Nasarawa United,El-Kanemi Warriors,3,4,Away Win
2024-25,Nasarawa United,Enugu Rangers,1,0,Home Win
2024-25,Nasarawa United,Enyimba,3,2,Home Win
2024-25,Nasarawa United,Heartland,1,0,Home Win
2024-25,Nasarawa United,Ikorodu City,0,0,Draw
2024-25,Nasarawa United,Kano Pillars,1,0,Home Win
2024-25,Nasarawa United,Katsina United,1,0,Home Win
2024-25,Nasarawa United,Kwara United,0,1,Away Win
2024-25,Nasarawa United,Lobi Stars,1,0,Home Win
2024-25,Nasarawa United,Niger Tornadoes,2,0,Home Win
2024-25,Nasarawa United,Plateau United,3,2,Home Win
2024-25,Nasarawa United,Remo Stars,1,0,Home Win
2024-25,Nasarawa United,Rivers United,1,1,Draw
2024-25,Nasarawa United,Shooting Stars,1,1,Draw
2024-25,Nasarawa United,Sunshine Stars,1,1,Draw
2024-25,Niger Tornadoes,Abia Warriors,1,1,Draw
2024-25,Niger Tornadoes,Akwa United,1,0,Home Win
2024-25,Niger Tornadoes,Bayelsa United,1,1,Draw
2024-25,Niger Tornadoes,Bendel Insurance,1,1,Draw
2024-25,Niger Tornadoes,El-Kanemi Warriors,2,0,Home Win
2024-25,Niger Tornadoes,Enugu Rangers,0,1,Away Win
2024-25,Niger Tornadoes,Enyimba,0,1,Away Win
2024-25,Niger Tornadoes,Heartland,2,1,Home Win
2024-25,Niger Tornadoes,Ikorodu City,0,0,Draw
2024-25,Niger Tornadoes,Kano Pillars,3,2,Home Win
2024-25,Niger Tornadoes,Katsina United,1,0,Home Win
2024-25,Niger Tornadoes,Kwara United,2,1,Home Win
2024-25,Niger Tornadoes,Lobi Stars,1,1,Draw
2024-25,Niger Tornadoes,Nasarawa United,0,0,Draw
2024-25,Niger Tornadoes,Plateau United,1,1,Draw
2024-25,Niger Tornadoes,Remo Stars,2,1,Home Win
2024-25,Niger Tornadoes,Rivers United,0,1,Away Win
2024-25,Niger Tornadoes,Shooting Stars,2,0,Home Win
2024-25,Niger Tornadoes,Sunshine Stars,4,1,Home Win
2024-25,Plateau United,Abia Warriors,1,0,Home Win
2024-25,Plateau United,Akwa United,1,0,Home Win
2024-25,Plateau United,Bayelsa United,1,0,Home Win
2024-25,Plateau United,Bendel Insurance,2,1,Home Win
2024-25,Plateau United,El-Kanemi Warriors,2,0,Home Win
2024-25,Plateau United,Enugu Rangers,0,0,Draw
2024-25,Plateau United,Enyimba,0,0,Draw
2024-25,Plateau United,Heartland,3,2,Home Win
2024-25,Plateau United,Ikorodu City,1,0,Home Win
2024-25,Plateau United,Kano Pillars,2,1,Home Win
2024-25,Plateau United,Katsina United,1,0,Home Win
2024-25,Plateau United,Kwara United,0,0,Draw
2024-25,Plateau United,Lobi Stars,2,1,Home Win
2024-25,Plateau United,Nasarawa United,2,0,Home Win
2024-25,Plateau United,Niger Tornadoes,1,2,Away Win
2024-25,Plateau United,Remo Stars,3,1,Home Win
2024-25,Plateau United,Rivers United,2,1,Home Win
2024-25,Plateau United,Shooting Stars,1,1,Draw
2024-25,Plateau United,Sunshine Stars,3,0,Home Win
2024-25,Remo Stars,Abia Warriors,3,2,Home Win
2024-25,Remo Stars,Akwa United,2,1,Home Win
2024-25,Remo Stars,Bayelsa United,2,0,Home Win
2024-25,Remo Stars,Bendel Insurance,1,0,Home Win
2024-25,Remo Stars,El-Kanemi Warriors,2,0,Home Win
2024-25,Remo Stars,Enugu Rangers,2,1,Home Win
2024-25,Remo Stars,Enyimba,2,0,Home Win
2024-25,Remo Stars,Heartland,2,0,Home Win
2024-25,Remo Stars,Ikorodu City,4,1,Home Win
2024-25,Remo Stars,Kano Pillars,2,1,Home Win
2024-25,Remo Stars,Katsina United,0,0,Draw
2024-25,Remo Stars,Kwara United,2,0,Home Win
2024-25,Remo Stars,Lobi Stars,1,0,Home Win
2024-25,Remo Stars,Nasarawa United,3,0,Home Win
2024-25,Remo Stars,Niger Tornadoes,1,0,Home Win
2024-25,Remo Stars,Plateau United,1,0,Home Win
2024-25,Remo Stars,Rivers United,0,0,Draw
2024-25,Remo Stars,Shooting Stars,2,0,Home Win
2024-25,Remo Stars,Sunshine Stars,1,0,Home Win
2024-25,Rivers United,Abia Warriors,1,0,Home Win
2024-25,Rivers United,Akwa United,2,1,Home Win
2024-25,Rivers United,Bayelsa United,0,1,Away Win
2024-25,Rivers United,Bendel Insurance,2,2,Draw
2024-25,Rivers United,El-Kanemi Warriors,1,1,Draw
2024-25,Rivers United,Enugu Rangers,1,0,Home Win
2024-25,Rivers United,Enyimba,2,0,Home Win
2024-25,Rivers United,Heartland,3,1,Home Win
2024-25,Rivers United,Ikorodu City,1,0,Home Win
2024-25,Rivers United,Kano Pillars,1,0,Home Win
2024-25,Rivers United,Katsina United,1,0,Home Win
2024-25,Rivers United,Kwara United,2,1,Home Win
2024-25,Rivers United,Lobi Stars,1,0,Home Win
2024-25,Rivers United,Nasarawa United,2,1,Home Win
2024-25,Rivers United,Niger Tornadoes,1,0,Home Win
2024-25,Rivers United,Plateau United,1,1,Draw
2024-25,Rivers United,Remo Stars,1,0,Home Win
2024-25,Rivers United,Shooting Stars,2,0,Home Win
2024-25,Rivers United,Sunshine Stars,1,0,Home Win
2024-25,Shooting Stars,Abia Warriors,2,0,Home Win
2024-25,Shooting Stars,Akwa United,2,1,Home Win
2024-25,Shooting Stars,Bayelsa United,1,0,Home Win
2024-25,Shooting Stars,Bendel Insurance,1,0,Home Win
2024-25,Shooting Stars,El-Kanemi Warriors,3,0,Home Win
2024-25,Shooting Stars,Enugu Rangers,5,1,Home Win
2024-25,Shooting Stars,Enyimba,0,0,Draw
2024-25,Shooting Stars,Heartland,1,0,Home Win
2024-25,Shooting Stars,Ikorodu City,0,0,Draw
2024-25,Shooting Stars,Kano Pillars,2,0,Home Win
2024-25,Shooting Stars,Katsina United,1,0,Home Win
2024-25,Shooting Stars,Kwara United,1,0,Home Win
2024-25,Shooting Stars,Lobi Stars,2,2,Draw
2024-25,Shooting Stars,Nasarawa United,2,0,Home Win
2024-25,Shooting Stars,Niger Tornadoes,3,1,Home Win
2024-25,Shooting Stars,Plateau United,1,1,Draw
2024-25,Shooting Stars,Remo Stars,0,1,Away Win
